100015,trawler,0.0287030003965
100015,longliner,0.474343985319
100015,seiner,0.363700002432
100015,other,0.133164003491
100015,support,8.90000010259e-05
100045,trawler,0.999943971634
100045,longliner,0.0
100045,seiner,4.60000010207e-05
100045,other,0.0
100045,support,1.10000000859e-05
100060,trawler,0.040516000241
100060,longliner,0.945779025555
100060,seiner,0.0136829996482
100060,other,9.99999997475e-07
100060,support,1.99999994948e-05
100112,trawler,0.99987000227
100112,longliner,0.0
100112,seiner,7.9999999798e-06
100112,other,0.000119999996969
100112,support,9.99999997475e-07
100131,trawler,0.998013973236
100131,longliner,9.00000031834e-06
100131,seiner,0.00162700004876
100131,other,0.000254000013229
100131,support,9.50000030571e-05
100150,trawler,0.0
100150,longliner,0.971825003624
100150,seiner,0.0238279998302
100150,other,9.99999997475e-07
100150,support,0.00434600003064
100151,trawler,0.0708760023117
100151,longliner,0.00225999997929
100151,seiner,0.0357169993222
100151,other,4.99999987369e-06
100151,support,0.891142010689
100215,trawler,0.491573989391
100215,longliner,0.145317003131
100215,seiner,0.362919002771
100215,other,5.1999999414e-05
100215,support,0.000136999995448
100221,trawler,1.0
100221,longliner,0.0
100221,seiner,0.0
100221,other,0.0
100221,support,9.99999997475e-07
100227,trawler,0.999373972416
100227,longliner,0.0
100227,seiner,0.000610999995843
100227,other,0.0
100227,support,1.4000000192e-05
100243,trawler,0.797783017159
100243,longliner,0.0140159996226
100243,seiner,0.188081994653
100243,other,9.99999997475e-07
100243,support,0.00011899999663
100292,trawler,0.0
100292,longliner,0.412241995335
100292,seiner,0.197183996439
100292,other,0.00776500022039
100292,support,0.382807999849
100299,trawler,0.999390006065
100299,longliner,3.60000012734e-05
100299,seiner,1.99999994948e-05
100299,other,0.000553000019863
100299,support,9.99999997475e-07
100332,trawler,0.999998986721
100332,longliner,0.0
100332,seiner,0.0
100332,other,0.0
100332,support,9.99999997475e-07
100371,trawler,0.985786020756
100371,longliner,0.00273799989372
100371,seiner,0.0112429996952
100371,other,0.00016300000425
100371,support,7.10000022082e-05
100384,trawler,0.99999499321
100384,longliner,0.0
100384,seiner,0.0
100384,other,0.0
100384,support,3.9999999899e-06
100394,trawler,0.978745996952
100394,longliner,1.99999994948e-05
100394,seiner,0.0
100394,other,9.99999997475e-07
100394,support,0.0212319996208
100400,trawler,0.999979972839
100400,longliner,9.99999997475e-07
100400,seiner,1.99999999495e-06
100400,other,7.9999999798e-06
100400,support,9.99999974738e-06
100442,trawler,0.99994802475
100442,longliner,0.0
100442,seiner,1.99999999495e-06
100442,other,0.0
100442,support,4.99999987369e-05
100576,trawler,0.972127974033
100576,longliner,1.99999999495e-06
100576,seiner,0.0
100576,other,0.0
100576,support,0.0278699994087
100577,trawler,0.00092299998505
100577,longliner,0.00305199995637
100577,seiner,0.995945990086
100577,other,6.00000021223e-06
100577,support,7.30000028852e-05
100607,trawler,0.999988973141
100607,longliner,0.0
100607,seiner,1.99999999495e-06
100607,other,0.0
100607,support,9.00000031834e-06
100659,trawler,0.999808013439
100659,longliner,1.4000000192e-05
100659,seiner,0.000176999994437
100659,other,0.0
100659,support,9.99999997475e-07
100662,trawler,0.126655995846
100662,longliner,0.393370002508
100662,seiner,0.469978988171
100662,other,0.00619499990717
100662,support,0.00380000006407
100679,trawler,0.010769999586
100679,longliner,0.000220000001718
100679,seiner,0.988896012306
100679,other,8.39999993332e-05
100679,support,2.99999992421e-05
100799,trawler,0.0053449999541
100799,longliner,7.89999976405e-05
100799,seiner,0.994475007057
100799,other,8.49999996717e-05
100799,support,1.59999999596e-05
100809,trawler,0.000873000011779
100809,longliner,7.20000025467e-05
100809,seiner,0.998916983604
100809,other,5.90000017837e-05
100809,support,7.89999976405e-05
100838,trawler,0.0440960004926
100838,longliner,0.0184199996293
100838,seiner,0.0959030017257
100838,other,2.70000000455e-05
100838,support,0.841553986073
100842,trawler,9.99999997475e-07
100842,longliner,0.933381021023
100842,seiner,7.89999976405e-05
100842,other,1.99999999495e-06
100842,support,0.0665379986167
100865,trawler,0.977725028992
100865,longliner,7.9999999798e-06
100865,seiner,0.0222190003842
100865,other,4.80000016978e-05
100865,support,0.0
100888,trawler,0.0
100888,longliner,0.0343060009181
100888,seiner,0.94814401865
100888,other,0.0
100888,support,0.0175490006804
100898,trawler,0.819718003273
100898,longliner,2.5999999707e-05
100898,seiner,0.180075004697
100898,other,4.99999987369e-06
100898,support,0.000176000001375
100958,trawler,1.0
100958,longliner,0.0
100958,seiner,0.0
100958,other,0.0
100958,support,0.0
100976,trawler,0.0
100976,longliner,0.00032699998701
100976,seiner,0.977910995483
100976,other,9.99999997475e-07
100976,support,0.0217610001564
101017,trawler,0.00454099988565
101017,longliner,0.000417000002926
101017,seiner,0.994969010353
101017,other,3.19999999192e-05
101017,support,4.09999993281e-05
101018,trawler,9.99999997475e-07
101018,longliner,0.895969986916
101018,seiner,0.00230500008911
101018,other,2.5999999707e-05
101018,support,0.101698003709
101033,trawler,0.999428987503
101033,longliner,0.0
101033,seiner,0.000553000019863
101033,other,0.0
101033,support,1.80000006367e-05
101064,trawler,0.999975025654
101064,longliner,3.9999999899e-06
101064,seiner,1.99999999495e-06
101064,other,7.00000009601e-06
101064,support,1.20000004245e-05
101073,trawler,0.975530982018
101073,longliner,0.0181779991835
101073,seiner,0.00622599991038
