100015,trawler,0.0480340011418
100015,longliner,0.800098001957
100015,seiner,0.141567006707
100015,other,0.00993600022048
100015,support,0.000365999992937
100045,trawler,0.999714016914
100045,seiner,0.000239000000875
100045,support,4.70000013593e-05
100060,trawler,0.0587639994919
100060,longliner,0.691691994667
100060,seiner,0.248595997691
100060,other,9.00000031834e-06
100060,support,0.000937999982852
100112,trawler,0.999159991741
100112,longliner,4.80000016978e-05
100112,seiner,4.60000010207e-05
100112,other,0.000691000022925
100112,support,5.50000004296e-05
100131,trawler,0.857554018497
100131,longliner,0.0035570000764
100131,seiner,0.000494999985676
100131,other,0.13723500073
100131,support,0.00115899997763
100150,trawler,1.49999996211e-05
100150,longliner,0.905102014542
100150,seiner,0.0805850028992
100150,other,0.00476900022477
100150,support,0.00953000038862
100151,trawler,0.0756509974599
100151,longliner,0.00626699998975
100151,seiner,0.0469200015068
100151,other,7.00000009601e-06
100151,support,0.871155023575
100215,trawler,0.394243985415
100215,longliner,0.322732001543
100215,seiner,0.280878990889
100215,other,0.000581000000238
100215,support,0.00156500004232
100221,trawler,0.999957025051
100221,seiner,1.99999999495e-06
100221,support,4.19999996666e-05
100227,trawler,0.998485028744
100227,longliner,0.000218999994104
100227,seiner,0.000623000029009
100227,support,0.00067300000228
100243,trawler,0.755172014236
100243,longliner,0.0271439999342
100243,seiner,0.217154994607
100243,other,1.49999996211e-05
100243,support,0.000514000013936
100292,trawler,2.99999992421e-05
100292,longliner,0.428043007851
100292,seiner,0.234761998057
100292,other,0.0829109996557
100292,support,0.2542540133
100299,trawler,0.998100996017
100299,longliner,0.00126599997748
100299,seiner,0.00011600000289
100299,other,0.000465999997687
100299,support,4.99999987369e-05
100332,trawler,0.994647026062
100332,longliner,9.99999997475e-07
100332,seiner,7.00000009601e-06
100332,support,0.0053449999541
100371,trawler,0.83124101162
100371,longliner,0.0361719988286
100371,seiner,0.130287006497
100371,other,0.00167799997143
100371,support,0.000622000021394
100384,trawler,0.99979698658
100384,longliner,7.30000028852e-05
100384,seiner,3.00000010611e-06
100384,other,3.40000005963e-05
100384,support,9.300000238e-05
100394,trawler,0.924242973328
100394,longliner,0.0009710000013
100394,seiner,9.99999997475e-07
100394,other,9.99999997475e-07
100394,support,0.0747829973698
100400,trawler,0.99741601944
100400,longliner,0.000121999997646
100400,seiner,0.00132299994584
100400,other,0.000768999976572
100400,support,0.000369999994291
100442,trawler,0.984808981419
100442,longliner,6.00000021223e-06
100442,seiner,6.7000000854e-05
100442,support,0.0151180000976
100576,trawler,0.97451198101
100576,longliner,0.000483000010718
100576,seiner,3.50000009348e-05
100576,other,9.99999997475e-07
100576,support,0.0249690003693
100577,trawler,0.220100000501
100577,longliner,0.322589993477
100577,seiner,0.343484014273
100577,other,0.000828000018373
100577,support,0.1129970029
100607,trawler,0.999770998955
100607,seiner,0.000192999999854
100607,support,3.60000012734e-05
100659,trawler,0.996050000191
100659,longliner,0.000442999997176
100659,seiner,0.00314499996603
100659,other,1.4000000192e-05
100659,support,0.000348000001395
100662,trawler,0.389066010714
100662,longliner,0.548877000809
100662,seiner,0.0537020005286
100662,other,0.00812099967152
100662,support,0.000234000006458
100679,trawler,0.112715996802
100679,longliner,0.00149900000542
100679,seiner,0.883948028088
100679,other,0.00116600003093
100679,support,0.000670999987051
100799,trawler,0.133837997913
100799,longliner,0.00188200001139
100799,seiner,0.862119019032
100799,other,0.00178000004962
100799,support,0.000380999990739
100809,trawler,0.0245260000229
100809,longliner,0.00171700003557
100809,seiner,0.970777988434
100809,other,0.00145600002725
100809,support,0.00152199994773
100838,trawler,0.112519003451
100838,longliner,0.0490540005267
100838,seiner,0.156066998839
100838,other,0.000804000010248
100838,support,0.681555986404
100842,trawler,7.9999999798e-06
100842,longliner,0.44086098671
100842,seiner,0.0184450000525
100842,other,1.99999999495e-06
100842,support,0.540683984756
100865,trawler,0.995316982269
100865,longliner,0.000322999985656
100865,seiner,0.00413300003856
100865,other,0.00014600000577
100865,support,8.19999986561e-05
100888,longliner,0.110950000584
100888,seiner,0.797122001648
100888,support,0.0919269993901
100898,trawler,0.998037993908
100898,longliner,0.00020900000527
100898,seiner,0.00170899997465
